@relation Pumpkin_Seeds_Dataset-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P40.0

@attribute Area numeric
@attribute Perimeter numeric
@attribute Major_Axis_Length numeric
@attribute Minor_Axis_Length numeric
@attribute Convex_Area numeric
@attribute Equiv_Diameter numeric
@attribute Eccentricity numeric
@attribute Solidity numeric
@attribute Extent numeric
@attribute Roundness numeric
@attribute Aspect_Ration numeric
@attribute Compactness numeric
@attribute Class {CERCEVELIK,URGUP_SIVRISI}

@data
70162,1047.63,420.9797,213.56,71039,298.8863,0.8618,0.9877,0.6985,0.8033,1.9712,0.71,CERCEVELIK
92761,1213.211,502.4089,235.7268,93383,343.667,0.8831,0.9933,0.6037,0.792,2.1313,0.684,URGUP_SIVRISI
52696,932.855,395.3346,170.1357,53159,259.0263,0.9027,0.9913,0.6541,0.761,2.3236,0.6552,URGUP_SIVRISI
76341,1105.25,456.2619,213.6611,76916,311.7698,0.8836,0.9925,0.7413,0.7853,2.1354,0.6833,URGUP_SIVRISI
61409,1022.513,438.3143,178.5525,61903,279.6218,0.9133,0.992,0.6271,0.7381,2.4548,0.6379,URGUP_SIVRISI
71905,1055.36,411.1628,224.5878,72726,302.5761,0.8376,0.9887,0.6479,0.8113,1.8307,0.7359,CERCEVELIK
88973,1203.496,490.8618,232.2267,89974,336.5768,0.881,0.9889,0.6398,0.7719,2.1137,0.6857,CERCEVELIK
67440,1010.592,395.426,217.939,68229,293.0312,0.8344,0.9884,0.7241,0.8298,1.8144,0.7411,URGUP_SIVRISI
111395,1408.903,608.3765,234.4405,112409,376.6066,0.9228,0.991,0.6208,0.7052,2.595,0.619,URGUP_SIVRISI
69792,1054.112,418.1591,214.3962,70460,298.0972,0.8586,0.9905,0.6558,0.7893,1.9504,0.7129,CERCEVELIK
91350,1282.514,530.1989,219.6541,92091,341.0432,0.9101,0.992,0.5783,0.6979,2.4138,0.6432,URGUP_SIVRISI
71027,1144.787,500.4918,182.442,71698,300.7231,0.9312,0.9906,0.7182,0.6811,2.7433,0.6009,URGUP_SIVRISI
96327,1179.48,453.4745,271.2626,97246,350.2104,0.8014,0.9905,0.7393,0.8701,1.6717,0.7723,CERCEVELIK
72140,1178.246,516.2589,184.5502,75406,303.0701,0.9339,0.9567,0.5163,0.653,2.7974,0.5871,URGUP_SIVRISI
75998,1075.001,422.841,230.2788,76871,311.0686,0.8387,0.9886,0.7236,0.8264,1.8362,0.7357,CERCEVELIK
74494,1116.285,468.2959,203.8414,75158,307.9752,0.9003,0.9912,0.7072,0.7512,2.2974,0.6577,URGUP_SIVRISI
86441,1158.48,458.0123,241.1274,87218,331.7531,0.8502,0.9911,0.651,0.8094,1.8995,0.7243,CERCEVELIK
84429,1171.971,475.0915,229.3297,85639,327.8694,0.8758,0.9859,0.6709,0.7724,2.0717,0.6901,CERCEVELIK
82130,1061.811,395.1228,265.8282,82656,323.3746,0.7398,0.9936,0.7514,0.9154,1.4864,0.8184,CERCEVELIK
75885,1061.518,410.0357,236.9251,76562,310.8372,0.8162,0.9912,0.7507,0.8463,1.7307,0.7581,CERCEVELIK
99115,1245.19,473.7952,268.4639,100258,355.2424,0.824,0.9886,0.7203,0.8033,1.7648,0.7498,CERCEVELIK
75275,1054.831,408.8475,236.0111,76178,309.5854,0.8166,0.9881,0.6939,0.8501,1.7323,0.7572,CERCEVELIK
83732,1214.192,518.2639,206.9515,84592,326.5132,0.9168,0.9898,0.6045,0.7137,2.5043,0.63,URGUP_SIVRISI
58234,928.795,361.4551,206.0084,58772,272.2973,0.8217,0.9908,0.6884,0.8483,1.7546,0.7533,CERCEVELIK
58670,995.8,422.0411,177.3387,59180,273.3148,0.9074,0.9914,0.6106,0.7435,2.3799,0.6476,URGUP_SIVRISI
74924,1089.775,439.7919,217.9287,75977,308.8628,0.8686,0.9861,0.6145,0.7928,2.0181,0.7023,CERCEVELIK
68983,1016.514,400.0745,220.7906,69576,296.3644,0.8339,0.9915,0.7312,0.8389,1.812,0.7408,CERCEVELIK
71795,1055.3,402.5217,228.9724,72637,302.3446,0.8224,0.9884,0.696,0.8101,1.7579,0.7511,CERCEVELIK
75758,1065.174,412.8309,234.5266,76655,310.577,0.823,0.9883,0.7467,0.8391,1.7603,0.7523,CERCEVELIK
66846,1000.908,399.247,213.9647,67418,291.7378,0.8443,0.9915,0.75,0.8385,1.8659,0.7307,CERCEVELIK
56867,1006.146,437.6153,165.9109,57411,269.0824,0.9253,0.9905,0.5199,0.7059,2.6377,0.6149,URGUP_SIVRISI
91385,1190.488,485.5496,242.1273,92490,341.1085,0.8668,0.9881,0.7227,0.8103,2.0053,0.7025,CERCEVELIK
77089,1165.28,504.6827,195.2597,77627,313.2934,0.9221,0.9931,0.5449,0.7134,2.5847,0.6208,URGUP_SIVRISI
96035,1238.979,479.5474,257.0019,97427,349.6792,0.8443,0.9857,0.7332,0.7862,1.8659,0.7292,CERCEVELIK
87044,1125.883,423.9326,262.8633,87868,332.9082,0.7846,0.9906,0.7154,0.8629,1.6127,0.7853,CERCEVELIK
87562,1174.512,477.7182,234.9386,88285,333.8973,0.8707,0.9918,0.6741,0.7976,2.0334,0.6989,URGUP_SIVRISI
108532,1359.262,563.2914,247.0603,109893,371.7354,0.8987,0.9876,0.5685,0.7382,2.28,0.6599,URGUP_SIVRISI
62772,1003.935,411.4486,194.8376,63391,282.708,0.8808,0.9902,0.7002,0.7826,2.1118,0.6871,URGUP_SIVRISI
68938,1061.201,437.4935,201.2553,69655,296.2678,0.8879,0.9897,0.6456,0.7693,2.1738,0.6772,URGUP_SIVRISI
78111,1211.273,526.5944,190.8267,78821,315.3633,0.932,0.991,0.5299,0.669,2.7595,0.5989,URGUP_SIVRISI
78618,1174.681,475.5418,212.0995,79874,316.3851,0.895,0.9843,0.5588,0.716,2.2421,0.6653,URGUP_SIVRISI
50731,960.182,422.6272,154.002,51230,254.151,0.9312,0.9903,0.7071,0.6915,2.7443,0.6014,URGUP_SIVRISI
85913,1120.778,435.7355,251.4643,86577,330.7383,0.8167,0.9923,0.7386,0.8595,1.7328,0.759,CERCEVELIK
67135,1031.821,368.1006,238.7819,68784,292.3678,0.7611,0.976,0.6867,0.7924,1.5416,0.7943,CERCEVELIK
69052,1001.685,384.2489,230.0477,69692,296.5126,0.801,0.9908,0.7316,0.8648,1.6703,0.7717,CERCEVELIK
77348,1062.431,402.6828,245.8316,78431,313.8193,0.792,0.9862,0.72,0.8611,1.638,0.7793,CERCEVELIK
86012,1120.919,436.3853,251.6692,86654,330.9288,0.8169,0.9926,0.7278,0.8602,1.734,0.7583,CERCEVELIK
76901,1128.564,468.7965,209.5557,77636,312.9112,0.8945,0.9905,0.5718,0.7587,2.2371,0.6675,URGUP_SIVRISI
97730,1247.961,517.6441,240.8913,98380,352.7516,0.8851,0.9934,0.7472,0.7886,2.1489,0.6815,URGUP_SIVRISI
68297,980.861,374.2233,232.9644,68817,294.8872,0.7826,0.9924,0.7648,0.8921,1.6064,0.788,CERCEVELIK
62573,1027.221,431.4295,185.2781,63424,282.2595,0.9031,0.9866,0.7593,0.7452,2.3286,0.6542,URGUP_SIVRISI
93985,1231.823,485.719,249.0043,95250,345.9269,0.8586,0.9867,0.6118,0.7783,1.9506,0.7122,CERCEVELIK
86164,1122.042,428.2713,256.9736,86938,331.2211,0.8,0.9911,0.694,0.86,1.6666,0.7734,CERCEVELIK
68679,1067.744,449.0235,195.3044,69383,295.7107,0.9005,0.9899,0.7316,0.757,2.2991,0.6586,URGUP_SIVRISI
95816,1274.018,531.3221,230.4068,97014,349.2803,0.9011,0.9877,0.7296,0.7418,2.306,0.6574,URGUP_SIVRISI
79451,1161.013,487.2935,208.018,80347,318.0568,0.9043,0.9888,0.7628,0.7407,2.3426,0.6527,URGUP_SIVRISI
85705,1173.884,443.0986,252.8197,87349,330.3377,0.8212,0.9812,0.5939,0.7816,1.7526,0.7455,CERCEVELIK
66174,985.089,366.4961,231.7714,66931,290.2677,0.7746,0.9887,0.6892,0.8569,1.5813,0.792,CERCEVELIK
64338,999.813,365.2963,227.7601,65554,286.2127,0.7818,0.9815,0.761,0.8088,1.6039,0.7835,URGUP_SIVRISI
91684,1258.478,530.5746,221.7048,92605,341.6661,0.9085,0.9901,0.7461,0.7275,2.3932,0.644,URGUP_SIVRISI
60862,993.659,412.4361,188.213,61487,278.3737,0.8898,0.9898,0.6192,0.7746,2.1913,0.6749,URGUP_SIVRISI
81999,1205.9,521.286,200.6103,82686,323.1166,0.923,0.9917,0.567,0.7086,2.5985,0.6198,URGUP_SIVRISI
76461,1060.714,406.9421,240.8816,77449,312.0147,0.806,0.9872,0.7168,0.854,1.6894,0.7667,CERCEVELIK
106776,1275.693,514.5251,265.0658,107562,368.7159,0.8571,0.9927,0.7401,0.8245,1.9411,0.7166,URGUP_SIVRISI
81267,1151.429,472.8079,220.0933,82368,321.6712,0.885,0.9866,0.6503,0.7703,2.1482,0.6803,URGUP_SIVRISI
69070,1002.06,384.5763,230.2959,69623,296.5513,0.8009,0.9921,0.7189,0.8644,1.6699,0.7711,CERCEVELIK
70334,1024.949,395.4998,227.6117,71376,299.2525,0.8178,0.9854,0.7509,0.8413,1.7376,0.7566,CERCEVELIK
65018,1000.166,385.8303,218.8405,65965,287.7212,0.8236,0.9856,0.6766,0.8168,1.7631,0.7457,URGUP_SIVRISI
86421,1137.192,452.7063,243.6435,87110,331.7147,0.8428,0.9921,0.7531,0.8398,1.8581,0.7327,CERCEVELIK
92679,1258.543,533.8832,222.0801,93446,343.515,0.9094,0.9918,0.757,0.7353,2.404,0.6434,URGUP_SIVRISI
92478,1155.05,442.2674,266.9829,93163,343.1423,0.7972,0.9926,0.735,0.8711,1.6565,0.7759,CERCEVELIK
82957,1136.564,455.1978,232.6637,83816,324.9987,0.8595,0.9898,0.7019,0.807,1.9565,0.714,CERCEVELIK
75421,1173.574,510.5464,188.4542,76426,309.8855,0.9294,0.9869,0.756,0.6881,2.7091,0.607,URGUP_SIVRISI
88355,1260.711,544.9809,207.331,89015,335.4058,0.9248,0.9926,0.7437,0.6986,2.6286,0.6154,URGUP_SIVRISI
71327,1035.464,415.7296,219.3659,72057,301.3575,0.8495,0.9899,0.6928,0.836,1.8951,0.7249,CERCEVELIK
94293,1213.491,496.2845,243.012,95045,346.4933,0.8719,0.9921,0.7559,0.8047,2.0422,0.6982,URGUP_SIVRISI
77928,1094.807,432.7258,230.1177,78722,314.9937,0.8469,0.9899,0.7203,0.817,1.8805,0.7279,CERCEVELIK
68785,1077.077,452.9371,193.7411,69507,295.9388,0.9039,0.9896,0.674,0.7451,2.3378,0.6534,URGUP_SIVRISI
60501,962.052,384.2331,202.5523,61120,277.5469,0.8498,0.9899,0.6585,0.8214,1.897,0.7223,URGUP_SIVRISI
74308,1072.883,428.3555,221.2116,74988,307.5904,0.8563,0.9909,0.7217,0.8112,1.9364,0.7181,CERCEVELIK
63711,975.1,382.7031,212.7203,64491,284.8146,0.8313,0.9879,0.6592,0.842,1.7991,0.7442,CERCEVELIK
60897,944.858,374.7772,207.0975,61476,278.4537,0.8335,0.9906,0.6683,0.8572,1.8097,0.743,CERCEVELIK
77669,1061.19,400.9049,248.0882,78499,314.4698,0.7855,0.9894,0.7328,0.8667,1.616,0.7844,CERCEVELIK
83314,1125.578,446.3463,239.785,84208,325.6972,0.8434,0.9894,0.6441,0.8264,1.8614,0.7297,CERCEVELIK
68778,1025.168,408.2745,215.9211,69437,295.9238,0.8487,0.9905,0.6374,0.8224,1.8909,0.7248,URGUP_SIVRISI
82316,1121.279,437.4098,241.7525,83860,323.7406,0.8334,0.9816,0.7462,0.8227,1.8093,0.7401,CERCEVELIK
92713,1204.684,485.3214,244.3846,93717,343.578,0.864,0.9893,0.7466,0.8028,1.9859,0.7079,CERCEVELIK
68104,1023.06,387.1017,225.8398,68988,294.4702,0.8122,0.9872,0.7431,0.8177,1.7141,0.7607,CERCEVELIK
87913,1169.888,445.6384,252.9865,89481,334.5659,0.8232,0.9825,0.7415,0.8072,1.7615,0.7508,CERCEVELIK
74979,1085.879,429.5682,223.2346,76034,308.9761,0.8544,0.9861,0.6791,0.7991,1.9243,0.7193,CERCEVELIK
60409,988.186,406.4673,190.2431,61098,277.3358,0.8837,0.9887,0.733,0.7774,2.1366,0.6823,CERCEVELIK
97447,1172.021,448.6889,276.9897,98077,352.2405,0.7867,0.9936,0.7601,0.8915,1.6199,0.785,CERCEVELIK
85774,1165.615,470.3927,232.8066,86582,330.4706,0.8689,0.9907,0.7416,0.7933,2.0205,0.7025,URGUP_SIVRISI
85316,1214.989,518.8345,209.7794,85904,329.5872,0.9146,0.9932,0.7113,0.7263,2.4732,0.6352,URGUP_SIVRISI
78111,1091.319,431.6215,232.1152,79105,315.3633,0.8431,0.9874,0.7052,0.8242,1.8595,0.7306,CERCEVELIK
71768,1025.531,406.5734,225.3076,72315,302.2877,0.8324,0.9924,0.7173,0.8575,1.8045,0.7435,CERCEVELIK
96203,1268.352,537.4838,228.6684,96833,349.9849,0.905,0.9935,0.7693,0.7515,2.3505,0.6512,URGUP_SIVRISI
71463,1048.397,410.8773,224.0957,72035,301.6447,0.8382,0.9921,0.6622,0.817,1.8335,0.7341,URGUP_SIVRISI
88424,1180.575,471.6906,240.0099,89586,335.5368,0.8609,0.987,0.7394,0.7972,1.9653,0.7113,CERCEVELIK
87490,1137.818,429.7881,260.8003,88474,333.76,0.7948,0.9889,0.7558,0.8492,1.648,0.7766,CERCEVELIK
69132,961.531,342.3836,257.6274,69616,296.6843,0.6586,0.993,0.7391,0.9396,1.329,0.8665,CERCEVELIK
80875,1141.522,465.5392,222.9017,81615,320.8945,0.8779,0.9909,0.6013,0.7799,2.0885,0.6893,URGUP_SIVRISI
88264,1156.395,461.0047,244.569,89044,335.2331,0.8477,0.9912,0.7685,0.8294,1.885,0.7272,CERCEVELIK
70505,1064.274,444.6687,202.2625,70982,299.616,0.8906,0.9933,0.5989,0.7822,2.1985,0.6738,URGUP_SIVRISI
57677,1013.036,425.6812,173.5481,58331,270.992,0.9131,0.9888,0.7376,0.7063,2.4528,0.6366,URGUP_SIVRISI
91744,1186.482,465.0748,252.2507,92792,341.7778,0.8401,0.9887,0.7515,0.819,1.8437,0.7349,URGUP_SIVRISI
91652,1195.961,446.3604,262.7367,93654,341.6064,0.8084,0.9786,0.7352,0.8052,1.6989,0.7653,CERCEVELIK
77291,1080.503,423.1511,234.4568,78315,313.7036,0.8325,0.9869,0.6564,0.8319,1.8048,0.7414,CERCEVELIK
85084,1203.295,506.6272,214.7488,85843,329.1387,0.9057,0.9912,0.5776,0.7384,2.3592,0.6497,URGUP_SIVRISI
79688,1129.414,471.0184,216.1462,80409,318.5309,0.8885,0.991,0.778,0.785,2.1792,0.6763,URGUP_SIVRISI
87049,1124.762,419.6184,266.6329,88432,332.9178,0.7722,0.9844,0.7383,0.8647,1.5738,0.7934,CERCEVELIK
91551,1210.715,498.2845,234.8223,92306,341.4182,0.882,0.9918,0.709,0.7849,2.122,0.6852,URGUP_SIVRISI
79709,1142.176,479.8095,212.1888,80310,318.5728,0.8969,0.9925,0.6176,0.7678,2.2612,0.664,CERCEVELIK
75039,1123.468,453.2528,213.6238,76007,309.0997,0.882,0.9873,0.7464,0.7471,2.1217,0.682,CERCEVELIK
91710,1165.646,461.5008,253.5073,92424,341.7145,0.8356,0.9923,0.6633,0.8482,1.8205,0.7404,CERCEVELIK
73412,1053.637,419.7002,224.0424,74165,305.7304,0.8456,0.9898,0.6482,0.831,1.8733,0.7284,CERCEVELIK
91840,1182.401,467.9164,250.394,92722,341.9566,0.8448,0.9905,0.6447,0.8255,1.8687,0.7308,CERCEVELIK
64088,951.711,357.6842,229.8545,64658,285.656,0.7662,0.9912,0.7408,0.8892,1.5561,0.7986,CERCEVELIK
107171,1408.115,616.0277,222.1401,108266,369.3973,0.9327,0.9899,0.7664,0.6792,2.7731,0.5996,URGUP_SIVRISI
95727,1231.609,488.1199,251.3086,96831,349.118,0.8573,0.9886,0.6188,0.793,1.9423,0.7152,CERCEVELIK
69409,1018.514,384.0179,231.96,70095,297.2781,0.797,0.9902,0.6904,0.8408,1.6555,0.7741,CERCEVELIK
112914,1408.755,600.6007,239.725,113754,379.1656,0.9169,0.9926,0.734,0.715,2.5054,0.6313,URGUP_SIVRISI
69547,1034.51,403.8535,221.697,70769,297.5735,0.8359,0.9827,0.709,0.8166,1.8216,0.7368,CERCEVELIK
66407,981.3,371.4689,228.8727,67132,290.7783,0.7876,0.9892,0.7156,0.8666,1.623,0.7828,CERCEVELIK
73152,1091.814,461.2935,202.4611,73699,305.1885,0.8985,0.9926,0.7193,0.7711,2.2784,0.6616,URGUP_SIVRISI
80009,1096.173,423.2968,241.341,80890,319.1718,0.8215,0.9891,0.699,0.8367,1.7539,0.754,CERCEVELIK
71735,1062.933,426.9343,215.0438,72606,302.2182,0.8639,0.988,0.7245,0.7979,1.9853,0.7079,CERCEVELIK
71826,1058.155,413.6906,222.3434,72694,302.4098,0.8433,0.9881,0.6674,0.8061,1.8606,0.731,CERCEVELIK
95687,1250.073,516.4488,236.8992,96408,349.0451,0.8886,0.9925,0.6546,0.7695,2.18,0.6759,URGUP_SIVRISI
54426,903.456,363.788,190.8668,54880,263.2439,0.8513,0.9917,0.6485,0.8379,1.906,0.7236,URGUP_SIVRISI
97725,1308.444,557.3061,224.2349,99120,352.7426,0.9155,0.9859,0.7723,0.7173,2.4854,0.6329,URGUP_SIVRISI
92116,1200.817,480.4483,245.7261,92936,342.47,0.8593,0.9912,0.6927,0.8028,1.9552,0.7128,CERCEVELIK
79977,1106.736,439.7005,233.0693,80618,319.1079,0.848,0.992,0.6632,0.8205,1.8866,0.7257,CERCEVELIK
73528,1120.983,470.4879,200.6111,74343,305.9718,0.9045,0.989,0.673,0.7353,2.3453,0.6503,URGUP_SIVRISI
67658,1000.448,385.5023,225.644,68313,293.5044,0.8108,0.9904,0.6995,0.8495,1.7085,0.7614,CERCEVELIK
68078,1016.821,403.0626,215.6027,68709,294.414,0.8449,0.9908,0.7377,0.8274,1.8695,0.7304,CERCEVELIK
82301,1206.503,518.8682,203.2152,83011,323.7111,0.9201,0.9914,0.5431,0.7105,2.5533,0.6239,URGUP_SIVRISI
66523,1022.985,405.2955,210.1596,67228,291.0322,0.8551,0.9895,0.7516,0.7988,1.9285,0.7181,CERCEVELIK
65628,991.198,380.9598,222.5147,66407,289.0678,0.8117,0.9883,0.7235,0.8394,1.7121,0.7588,CERCEVELIK
73382,1018.708,389.0548,240.6674,73955,305.6679,0.7857,0.9923,0.7564,0.8886,1.6166,0.7857,CERCEVELIK
95747,1173.87,444.6007,276.9094,96971,349.1545,0.7824,0.9874,0.7445,0.8732,1.6056,0.7853,CERCEVELIK
73873,1085.918,443.1738,213.5191,74764,306.6888,0.8763,0.9881,0.6932,0.7872,2.0756,0.692,URGUP_SIVRISI
117831,1351.807,550.4503,273.2891,118565,387.3333,0.868,0.9938,0.6797,0.8103,2.0142,0.7037,URGUP_SIVRISI
92063,1193.471,467.8854,252.2589,93035,342.3715,0.8422,0.9896,0.6998,0.8122,1.8548,0.7317,CERCEVELIK
79222,1175.302,501.3075,201.7184,79890,317.5981,0.9155,0.9916,0.5486,0.7207,2.4852,0.6335,URGUP_SIVRISI
99759,1306.807,560.3377,226.9815,100553,356.3946,0.9143,0.9921,0.7787,0.7341,2.4686,0.636,URGUP_SIVRISI
71792,1028.771,402.3638,228.4777,72478,302.3382,0.8231,0.9905,0.7488,0.8524,1.7611,0.7514,CERCEVELIK
132035,1520.525,640.1907,265.3734,133706,410.0149,0.91,0.9875,0.5606,0.7176,2.4124,0.6405,URGUP_SIVRISI
69250,994.134,367.3137,240.4159,69960,296.9374,0.756,0.9899,0.7243,0.8805,1.5278,0.8084,CERCEVELIK
82338,1109.257,443.5906,236.87,82848,323.7839,0.8455,0.9938,0.7438,0.8409,1.8727,0.7299,URGUP_SIVRISI
84684,1158.559,469.7542,230.8967,85388,328.3642,0.8709,0.9918,0.7507,0.7928,2.0345,0.699,URGUP_SIVRISI
73411,1111.265,463.0614,203.234,74312,305.7283,0.8985,0.9879,0.6879,0.747,2.2785,0.6602,URGUP_SIVRISI
75632,1099.267,441.6656,218.7166,76395,310.3186,0.8688,0.99,0.6244,0.7865,2.0194,0.7026,URGUP_SIVRISI
91813,1159.019,450.0767,260.7429,92565,341.9063,0.8151,0.9919,0.6806,0.8589,1.7261,0.7597,CERCEVELIK
58555,928.778,357.5607,210.1878,59384,273.0468,0.809,0.986,0.6839,0.853,1.7011,0.7636,CERCEVELIK
75833,1140.918,492.2179,196.8512,76433,310.7307,0.9165,0.9921,0.7435,0.7321,2.5005,0.6313,URGUP_SIVRISI
93499,1323.362,594.4187,201.9442,94971,345.0313,0.9405,0.9845,0.8296,0.6709,2.9435,0.5805,URGUP_SIVRISI
66634,1027.453,424.5284,200.5012,67162,291.2749,0.8814,0.9921,0.6208,0.7932,2.1173,0.6861,URGUP_SIVRISI
65594,976.817,384.7373,218.0062,66003,288.9929,0.824,0.9938,0.7404,0.8639,1.7648,0.7511,CERCEVELIK
76580,1189.76,522.8475,186.9972,77235,312.2574,0.9339,0.9915,0.7349,0.6798,2.796,0.5972,URGUP_SIVRISI
94521,1246.389,508.1957,237.3195,95494,346.9119,0.8843,0.9898,0.583,0.7646,2.1414,0.6826,URGUP_SIVRISI
98177,1266.068,510.2399,246.4307,99550,353.5574,0.8756,0.9862,0.6241,0.7697,2.0705,0.6929,CERCEVELIK
94166,1309.611,568.2989,212.7976,95410,346.2598,0.9272,0.987,0.764,0.69,2.6706,0.6093,URGUP_SIVRISI
60485,969.488,390.4817,198.2395,61257,277.5102,0.8615,0.9874,0.7304,0.8087,1.9697,0.7107,URGUP_SIVRISI
108066,1314.362,539.751,255.3106,108893,370.9365,0.8811,0.9924,0.6341,0.7861,2.1141,0.6872,URGUP_SIVRISI
65317,968.895,371.1606,224.4779,65905,288.382,0.7964,0.9911,0.7614,0.8743,1.6534,0.777,CERCEVELIK
85367,1174.699,482.7527,226.2081,86210,329.6857,0.8834,0.9902,0.688,0.7774,2.1341,0.6829,URGUP_SIVRISI
103124,1266.602,512.6586,257.3235,104002,362.3556,0.8649,0.9916,0.6457,0.8078,1.9923,0.7068,CERCEVELIK
52342,953.992,409.2241,163.8458,52796,258.1548,0.9163,0.9914,0.6559,0.7227,2.4976,0.6308,URGUP_SIVRISI
81198,1118.627,444.9393,233.4215,81990,321.5346,0.8513,0.9903,0.7148,0.8154,1.9062,0.7226,CERCEVELIK
64253,984.319,389.2851,211.2346,65069,286.0235,0.84,0.9875,0.7335,0.8334,1.8429,0.7347,CERCEVELIK
72499,1091.719,449.2172,206.251,73438,303.8233,0.8884,0.9872,0.7375,0.7644,2.178,0.6763,URGUP_SIVRISI
114177,1411.442,598.6151,244.0708,115297,381.2803,0.9131,0.9903,0.5451,0.7202,2.4526,0.6369,URGUP_SIVRISI
75634,1110.387,429.9836,229.97,76640,310.3227,0.845,0.9869,0.5793,0.7709,1.8697,0.7217,URGUP_SIVRISI
71534,1104.465,457.3907,200.0947,72265,301.7945,0.8992,0.9899,0.5777,0.7369,2.2859,0.6598,URGUP_SIVRISI
52975,947.474,403.8672,167.833,53437,259.7111,0.9096,0.9914,0.5427,0.7416,2.4064,0.6431,URGUP_SIVRISI
85133,1240.763,531.5886,204.8944,86272,329.2335,0.9227,0.9868,0.5787,0.6949,2.5945,0.6193,URGUP_SIVRISI
78607,1104.858,444.4781,225.7373,79242,316.363,0.8614,0.992,0.6945,0.8092,1.969,0.7118,CERCEVELIK
80452,1120.096,451.0502,227.3251,81194,320.0542,0.8637,0.9909,0.7466,0.8058,1.9842,0.7096,CERCEVELIK
93261,1229.362,509.301,234.175,93958,344.5919,0.888,0.9926,0.7502,0.7754,2.1749,0.6766,URGUP_SIVRISI
96580,1213.308,464.0005,266.1265,97873,350.67,0.8192,0.9868,0.7444,0.8244,1.7435,0.7558,CERCEVELIK
103579,1305.069,538.8849,245.6672,104533,363.1541,0.89,0.9909,0.6055,0.7642,2.1936,0.6739,URGUP_SIVRISI
72882,1046.463,407.273,228.8424,74144,304.6248,0.8272,0.983,0.669,0.8363,1.7797,0.748,CERCEVELIK
88144,1131.455,433.786,259.8652,88901,335.0051,0.8007,0.9915,0.7409,0.8652,1.6693,0.7723,CERCEVELIK
82468,1134.996,452.2654,232.5943,83212,324.0394,0.8576,0.9911,0.6277,0.8045,1.9444,0.7165,CERCEVELIK
86817,1175.335,462.6391,241.2961,87828,332.4738,0.8532,0.9885,0.69,0.7898,1.9173,0.7186,CERCEVELIK
87310,1124.209,429.4243,261.0947,88158,333.4165,0.7939,0.9904,0.7421,0.8681,1.6447,0.7764,URGUP_SIVRISI
107367,1326.818,540.1562,253.6974,108296,369.7349,0.8828,0.9914,0.7006,0.7664,2.1291,0.6845,URGUP_SIVRISI
96357,1250.211,512.6364,240.1253,97308,350.265,0.8835,0.9902,0.7325,0.7747,2.1349,0.6833,URGUP_SIVRISI
79213,1061.67,399.8224,253.2587,79814,317.5801,0.7738,0.9925,0.7367,0.8831,1.5787,0.7943,CERCEVELIK
74399,1058.165,415.7672,228.3421,75164,307.7787,0.8357,0.9898,0.6612,0.835,1.8208,0.7403,CERCEVELIK
60793,1057.876,456.6684,171.1951,61707,278.2158,0.9271,0.9852,0.7144,0.6826,2.6675,0.6092,URGUP_SIVRISI
67258,1033.485,412.7968,208.3175,68108,292.6355,0.8633,0.9875,0.644,0.7913,1.9816,0.7089,CERCEVELIK
82864,1137.374,455.1352,233.2743,83647,324.8164,0.8587,0.9906,0.7301,0.805,1.9511,0.7137,CERCEVELIK
99050,1317.454,555.2837,227.7509,100015,355.1259,0.912,0.9904,0.6905,0.7171,2.4381,0.6395,URGUP_SIVRISI
84348,1115.329,439.8464,244.5711,85024,327.7121,0.8312,0.992,0.7289,0.8521,1.7984,0.7451,CERCEVELIK
70200,1098.409,467.6645,191.4609,70983,298.9672,0.9124,0.989,0.7676,0.7312,2.4426,0.6393,URGUP_SIVRISI
108954,1419.753,620.0968,224.5037,110095,372.4574,0.9322,0.9896,0.7406,0.6792,2.7621,0.6006,URGUP_SIVRISI
67985,1001.035,391.0707,222.5977,68625,294.2128,0.8222,0.9907,0.73,0.8526,1.7568,0.7523,CERCEVELIK
90115,1187.473,472.6102,244.3107,91271,338.73,0.856,0.9873,0.7378,0.8031,1.9345,0.7167,CERCEVELIK
76461,1109.189,441.9541,221.2408,77634,312.0147,0.8657,0.9849,0.7438,0.781,1.9976,0.706,CERCEVELIK
66110,1071.579,444.7327,191.0563,67028,290.1273,0.903,0.9863,0.7649,0.7235,2.3278,0.6524,URGUP_SIVRISI
91020,1184.306,475.7287,244.1366,91777,340.4266,0.8583,0.9918,0.7586,0.8155,1.9486,0.7156,URGUP_SIVRISI
84397,1203.64,483.522,223.6447,85408,327.8073,0.8866,0.9882,0.5891,0.7321,2.162,0.678,CERCEVELIK
85339,1124.952,439.0822,249.1872,86265,329.6316,0.8234,0.9893,0.747,0.8474,1.7621,0.7507,CERCEVELIK
74028,1063.29,422.672,224.2771,74635,307.0104,0.8476,0.9919,0.7244,0.8228,1.8846,0.7264,CERCEVELIK
86012,1211.934,515.8088,214.1546,86709,330.9288,0.9097,0.992,0.7661,0.7359,2.4086,0.6416,URGUP_SIVRISI
74071,1104.513,457.3227,206.9386,74769,307.0995,0.8918,0.9907,0.7382,0.763,2.2099,0.6715,URGUP_SIVRISI
70303,1039.031,418.0061,215.5899,70885,299.1865,0.8567,0.9918,0.6469,0.8183,1.9389,0.7157,CERCEVELIK
87277,1216.706,498.7052,223.8359,88147,333.3535,0.8936,0.9901,0.7379,0.7409,2.228,0.6684,CERCEVELIK
